;Column2;Column1;idx;token;Label_Gold;Label_BG;Sicher_BG;Label_JL;Sicher_JL;Label_FA;Sicher_FA;Label_RR;Sicher_RR;Label_TH;Zusatzinfo;sentence;context;label;year;filename;Quelle_Gold;Quelle_BG;annodatenerz;Quelle_FA;Quelle_RR;Unnamed: 23;Unnamed: 24;Unnamed: 25;Unnamed: 26;Unnamed: 27;Unnamed: 28;Unnamed: 29;Unnamed: 30;Unnamed: 31
623;316;590;erzähler461;Erzählers;b;b;80;b;65.0;n;;n;;n;;Das z. B. ist die Stellung vieler Lyriker , aber doch nicht die des Erzählers .;"Es ist eben ein sehr großer Unterschied , ob mau mündlich als Privatmann oder ob man als Dichter etwas erzählt ; der erstere darf unter Umständen darüber schimpfen , daß seine Zuhörer beschränkt seien ; der letztere , wenn er nicht den Kritikern geradezu Übelwollen nachweisen kann , muß zurückhaltender sein , muß dem künstlerischen Gesetze nachgehen , das den Glauben erzwingen soll , mögen die Kritiker so mürrisch sein , als sie wollen . Der Hinweis auf die verschiedne ( subjektive ) Erfahrung des Dichters und des Lesers ist wohl ohne Belang ; stellt sich der Dichter auf diesen Standpunkt , so will er wohl vou vornherein nur von einer sehr walllverwandten kleinen Gemeinde verstanden werden , und dann darf er erst recht nicht über die Kritik der nicht wahlverwandten ^eher klagen . Das z. B. ist die Stellung vieler Lyriker , aber doch nicht die des Erzählers . Krnse meint anch offenbar nicht diese subjektive Erfahrung . Wenn aber der Dichter auf weitere Kreise wirken will , muß er doch auch die Gesinnung , die Erfahrung dieser weitern Kreise in seiner Darstellung berücksichtigen , wie z. B. der dramatische Dichter gezwungen ist , mit ganz andern Motiven zu arbeiten , als der sensitive Novellist , weil das Volk , das im Theater zuhört , ganz anders fühlt als die Dame , die das im Goldschnitt gebundene Buch in ihrem Erkerfensterchen liest .";Erzähler;1890;1890_3 - 1890__Neue_Gpik.txt;erzähler.grenzboten.rest.unlabeled_Gold.CSV;erzähler.grenzboten.rest.unlabeled_BG;erzähler.grenzboten.rest.unlabeled_JL4;;;;;;;;;;;
624;322;591;erzähler465;Erzähler;b;b;100;b;85.0;n;;n;;n;;Die kleine Erzählung „ Der Probirstein' von Georg Ebers ist eine Alltagsgeschichte ohne poetischen Gehalt und Anhauch , „ Lieb läßt sich nicht lumpen' von P. K. Rosegger gehört wenigstens nicht zu den besten Einfällen des steiermürkischen Erzähler ? , „ Die Wassertropfen' von Richard Weitbrecht sind von einer tiefern Empfindung durchhancht , aber mehr ein Gedicht in Streckversen , eine lyrische Phantasie als eine Novelle .;Und da der Herausgeber den Anschauungen und der Besonderheit der Gegenwart insofern gerecht zu werden sucht , daß er auch die Prosadichtung , die kleinere Novelle in den Rahmen des neuen „ Musenalmanachs' hereinzieht , so läßt sich vielleicht erwarten , daß das neue Unternehmen ein Sammelpunkt für eine Reihe künstlerisch feiner Dichtungen dieser Art werde , von denen ja die letzten Jahrzehnte in der That eine Reihe von Meistcrschöpfnngcn auszuweisen hatten . Für diesmal freilich sind die Poeten in gebundner Rede den dichtenden Prosaisten noch bedeutend überlege » . Die kleine Erzählung „ Der Probirstein' von Georg Ebers ist eine Alltagsgeschichte ohne poetischen Gehalt und Anhauch , „ Lieb läßt sich nicht lumpen' von P. K. Rosegger gehört wenigstens nicht zu den besten Einfällen des steiermürkischen Erzähler ? , „ Die Wassertropfen' von Richard Weitbrecht sind von einer tiefern Empfindung durchhancht , aber mehr ein Gedicht in Streckversen , eine lyrische Phantasie als eine Novelle . Die Beiträge in gebundner Rede hat der Herausgeber in „ Poetische Erzählungen und Balladen , ' „ Gedichte verschiednen Inhalts , ' „ Lyrische Dichtungen , ' „ Fabeln , Sprüche und Epigramme ' abgeteilt . Da die Namen Friedrich Vvdenstedt , Felix .;Erzähler;1890;1890_4 - 1890__Der_(Lottaische_Musenalmanach_für_^89^.txt;erzähler.grenzboten.rest.unlabeled_Gold.CSV;erzähler.grenzboten.rest.unlabeled_BG;erzähler.grenzboten.rest.unlabeled_JL4;;;;;;;;;;;
625;344;594;erzähler472;Erzähler;b;b;60;b;15.0;n;;n;;n;; Wäre der Erzähler ein Lyriker , so würde er die schönsten Sonette „ auf jene majestätischen Augenbrauen ' dichten .;Die Kaiserin unterbrach ihr Gespräch mit ihm plötzlich durch den^lnsruf : Greuzbvwi 1 1.891 M John Lothrop Motley „ Ich bin so ungeschickt ! ' wobei sie „ in der adorabelsten Weise wie ein Schulmädchen errötete . ' Sie hatte ein Glas römischen Punsch umgeworfen , und der Kaiser machte ihr das sofort galant nach , „ worauf großer Wirrwarr entstand . ' Wäre der Erzähler ein Lyriker , so würde er die schönsten Sonette „ auf jene majestätischen Augenbrauen ' dichten . In Wien hätte er Muße zum Arbeiten gehabt . Doch abgesehen davon , daß ihm als fremdem Diplomaten einem alten Gesetze gemäß das Archiv verschlossen blieb , nahmen ihm die großen Ereignisse in Europa wie in seiner Heimat die Ruhe dazu .;Erzähler;1891;1891_1 - 1891__John_Lothrop_Motley.txt;erzähler.grenzboten.rest.unlabeled_Gold.CSV;erzähler.grenzboten.rest.unlabeled_BG;erzähler.grenzboten.rest.unlabeled_JL4;;;;;;;;;;;
626;355;595;erzähler473;Erzählers;a/b;a/b;60;b;50.0;n;;n;;n;;Er trifft vorzüglich den Ton des mit reifer Besonnenheit an sich haltenden Erzählers , der über den Dingen steht und mit größter Ruhe Vergangenes , Überwundenes , Verklärtes berichtet und uns gerade dnrch den Kontrast der leidenschaftlichen Bewegung des Inhalts und der vornehmen Stille des Vortrciges fesselt .;Dort bewegte er sich in der Richtung des realistischen Sittenmalers , hier wandelt er in den Spuren Konrad Ferdinand Meyers . Es sind hinanführende Spuren , und David folgt ihnen mit Kraft und Beruf . Er trifft vorzüglich den Ton des mit reifer Besonnenheit an sich haltenden Erzählers , der über den Dingen steht und mit größter Ruhe Vergangenes , Überwundenes , Verklärtes berichtet und uns gerade dnrch den Kontrast der leidenschaftlichen Bewegung des Inhalts und der vornehmen Stille des Vortrciges fesselt . Ein feiner altertümlicher Hauch liegt über seiner Sprache , und einzig diese giebt das Kolorit der Zeiten , in denen diese Erzählungen spielen : des Zeitalters der Reformation und der Renaissance , der Entdeckung Amerikas , der Hexenprozesse , der Vertreibung der Salzburger Protestanten , des Kampfes zwischen Mittelalter und Neuzeit . Ohne großen Apparat zaubert uns David deu Erdgeruch dieser Zeiten herauf .;Erzähler;1891;1891_1 - 1891__Litteratur__Die_Wiedergeborene,!.__Erzählungen_von_I._I._David.__Dresden_und_Leipzig,.txt;erzähler.grenzboten.rest.unlabeled_Gold.CSV;erzähler.grenzboten.rest.unlabeled_BG;erzähler.grenzboten.rest.unlabeled_JL4;;;;;;;;;;;
627;346;596;erzähler474;Erzählerin;b;b;80;b;55.0;n;;n;;n;;Ans Umwegen tritt jeuer Charakter einer selbstherrliche » Natur , die mit allen ihre » guten n » d schlimmen Eigenschaften so genommen werde » will , wie sie ist , i » ihren Novellen zu Tage , und zwar dadurch , daß die Erzählerin solche schwer biegsame Nntnren selbst schildert .;Auch die Gedichte auf Bischer verdienen Lob . Im ganzen aber ist die Lyrik nicht das Gebiet , auf dem sich Ilse Frapan auszeichnet . Ans Umwegen tritt jeuer Charakter einer selbstherrliche » Natur , die mit allen ihre » guten n » d schlimmen Eigenschaften so genommen werde » will , wie sie ist , i » ihren Novellen zu Tage , und zwar dadurch , daß die Erzählerin solche schwer biegsame Nntnren selbst schildert . Von jenem Selbstgefühl ans nimmt sie ihren Sta » dpn » le für die Betrachtung der andern Menschen . Was dieser „ Engen Welt ' an Weite des Hintergrundes und der Aussicht mangelt , soll die in die Tiefe gehende Charakteristik der Gestalten ersetzen .;Erzähler;1891;1891_1 - 1891__Von_allerlei_Dichterinnen.txt;erzähler.grenzboten.rest.unlabeled_Gold.CSV;erzähler.grenzboten.rest.unlabeled_BG;erzähler.grenzboten.rest.unlabeled_JL4;;;;;;;;;;;
628;365;597;erzähler475;Erzählerin;b;b;80;b;85.0;n;;n;;n;;Mail ist auch geneigt , anzunehmen , daß ein wirklicher Vorfall in Schwaben der Erzählerin die Anregung zu der Novelle gegeben habe .;Daher ihr eigentümlicher Stil , namentlich in der ersten Novelle : „ Was Gottes Wille ist , ' wo eine Menge Einzelheiten an einander gereiht werden , die Handlung langsam vorwärts geht , bis schließlich die Szene möglich wird , auf die die ganze Geschichte hinausläuft . Es ist eine schwäbische Dorfgeschichte , die sich zu einer Schilderung des schwäbischen Stammescharakters erweitert . Mail ist auch geneigt , anzunehmen , daß ein wirklicher Vorfall in Schwaben der Erzählerin die Anregung zu der Novelle gegeben habe . Bei der Trauung eines jungen Bauernpaares bleibt die Braut auf die Frage des Pfarrers , ob sie den neben ihr stehenden Mann als Gatten anerkenne » wolle , zunächst die Antwort schuldig , und dann sagt sie geradezu „ Noi ! ' Darauf entsteht natürlich große Bewegung i » der Kirche .;Erzähler;1891;1891_1 - 1891__Von_allerlei_Dichterinnen.txt;erzähler.grenzboten.rest.unlabeled_Gold.CSV;erzähler.grenzboten.rest.unlabeled_BG;erzähler.grenzboten.rest.unlabeled_JL4;;;;;;;;;;;
629;359;598;erzähler476;Erzählern;b;b;100;b;30.0;n;;n;;n;;"Hedda Gabler Am schwächsten scheint uns die erste Geschichte des Buches , „ Das Jvrdausfest' ; sie spielt in Nußland und ist russischen Erzählern nachempfunden .";"In dieser Novelle scheint nur el » Fehler zu sei » , nämlich der , daß andre Motive diese » Grundgedanke » kreuzen und ihn darum in der klaren Wirkung stören . Sehr hübsch dagegen ist das kleine Stimmungsbild aus dem Theaterleben , , Zum ketten mal' , wo eine tugendhafte Schmispielerin von der Bühne Abschied nimmt , ohne sich feiern zu lassen . Hedda Gabler Am schwächsten scheint uns die erste Geschichte des Buches , „ Das Jvrdausfest' ; sie spielt in Nußland und ist russischen Erzählern nachempfunden . Im ganzen also ein hoffnungsvoller „ Antritt' der feinsinnigen Schauspielerin . In Zukunft möge sie bei dem Grundsatze beharre » , nur davon zu erzählen , was sie gut kennt , und ihre Sprache möge sie von den vielen unnötigen Fremdwörtern säubern , die sie entstellen .";Erzähler;1891;1891_1 - 1891__Von_allerlei_Dichterinnen.txt;erzähler.grenzboten.rest.unlabeled_Gold.CSV;erzähler.grenzboten.rest.unlabeled_BG;erzähler.grenzboten.rest.unlabeled_JL4;;;;;;;;;;;
630;352;599;erzähler478;Erzählers;b;b;60;d;10.0;n;;n;;n;;Der Wert des Buches liegt in dem Werte seines Erzählers und Helden , dem niemand und nichts mehr den Stempel der geschichtlichen Persönlichkeit nehmen kann .;Von Kapitel zu Kapitel freuen wir uns dieser Bekanntschaft mehr , der Mann wächst , er wächst über seine Umgebung hinaus , wir schauen bewundernd auf ihn und fühlen den Stolz auf einen hervorragenden Volksgenossen . Wir teilen seine anfänglichen Hoffnungen , machen mit ihm die Enttäuschungen durch und freuen uns , wie unter deren Schlägen Eisen zu Stahl wird , bis sich endlich von dem Höhepunkt der Gefahren und der Errungenschaften , den ohne Frage Uganda bildet , die Spannung langsam bis zur Küste und bis zum Schlüsse senkt , wo jene paar Worte eines Gespräches mit Admiral Freemantle in Sansibar den Abschluß der Erzählung bilden , wie ihn ein großer Schriftsteller nicht besser und wirksamer hätte sinden können . Der Wert des Buches liegt in dem Werte seines Erzählers und Helden , dem niemand und nichts mehr den Stempel der geschichtlichen Persönlichkeit nehmen kann . Damit ist dem Buche auch der geschichtliche Wert zugesprochen . Die Zukunft wird es als einen der wichtigsten Beiträge zur Geschichte des deutscheu Geistes um Ende des Jahrhunderts anerkennen , denn es läßt in die Tiefe blicken , ans der die Entschlüsse zur Ausbreitung der deutscheu Macht über einen der wichtigsten Abschnitte Afrikas hervorgegangen sind .;Erzähler;1891;1891_1 - 1891__von_Friedrich_Ratzel__Das_Buch_des_öl-._Karl_Meters.txt;erzähler.grenzboten.rest.unlabeled_Gold.CSV;erzähler.grenzboten.rest.unlabeled_BG;erzähler.grenzboten.rest.unlabeled_JL4;;;;;;;;;;;
631;349;601;erzähler480;Erzählern;b;b;80;b;85.0;n;;n;;n;;Daudet als Humorist und Satiriker von Gelo Buchwald er erste Roman , der Daudets Namen weit über die Grenzen seines Vaterlandes hinaustrug , „ Fromont^un . und Rister hör . ' , verdankt seinen großen Erfolg außer andern trefflichen Eigenschaften dem bei französischen Erzählern nicht gerade häufig vorhandenen Humor .;Aber ich bin überzeugt , daß ein späterer Schriftsteller , der die Zeit uach dem Sturz des zweiten Kaiserreichs zu schildern beabsichtigt , nicht in den lichtlosen und infolge ihrer Einseitigkeit unwahren Schöpfungen Zolas , fondern in deu Büchern Daudets die zuverlässigere » Quellen erblicken wird . Und wie die lebensvollen Romane von Dickens , obwohl seit dein Erscheinen der vollendetsten mehr als vier Jahrzehnte verstrichen sind , dem gebildeten Leser noch heute einen Genuß bereite » , wie wenige Dichtungen zeitgenössischer Schriftsteller , so wird auch noch ein späteres Geschlecht jenen durch treffende Satire und frischen Humor ausgezeichneten Büchern Daudets Geschmack abgewinnen . Daudet als Humorist und Satiriker von Gelo Buchwald er erste Roman , der Daudets Namen weit über die Grenzen seines Vaterlandes hinaustrug , „ Fromont^un . und Rister hör . ' , verdankt seinen großen Erfolg außer andern trefflichen Eigenschaften dem bei französischen Erzählern nicht gerade häufig vorhandenen Humor . Besonders gefiel die Figur des verbummelten Schauspielers Delvbellc , der sich in seiner schäbigen Existenz an seinem frühern , nur von seiner Einbildung geschaffenen Ruhm aufrichtet , von der Zukunft uoch große Erfolge erwartet , sich von der sauern Arbeit seiner Frau und seiner Tochter erhalten läßt und von den armen Frauen obenein in dein lächerlichen Wahn , daß er der Kunst nicht entsage » dürfe , sonder » weiter kämpfen , d. h. auf ihre Kosten gut leben und faulenzen müsse , gutmütig unterstützt wird . Diese Bewunderung ist nicht unberechtigt , denn Delvbelle ist unstreitig eine wohlgelungene Figur , aber der Charakter ist trotz eigentümlicher Züge in seinen Grundlinien doch nicht originell .;Erzähler;1891;1891_1 - 1891__von_Gelo_Buchwald__Daudet_als_Humorist_und_Satiriker.txt;erzähler.grenzboten.rest.unlabeled_Gold.CSV;erzähler.grenzboten.rest.unlabeled_BG;erzähler.grenzboten.rest.unlabeled_JL4;;;;;;;;;;;
632;347;603;erzähler482;Erzähler;b;b;80;b;80.0;n;;n;;n;;Das ist Hopfen als Erzähler , wie wir ihn bisher kennen gelernt haben .;"Nicht immer erzählt er mit Geschmack , manchmal wie z. V. im „ schneidigen Liebchen , ' sogar etwas zu breit , langweilig , es dauert immer etwas lange , bis er zur eigentlichen Geschichte kommt , seine Einleitungen könnten meist knapper sein ; aber schließlich hat man den männlichen Sprecher doch lieb , er hat kräftige Worte für schlechte Menschen und Zustände , nud es fehlt ihm auch nicht an Humor . Wer wird da weiter nach einer Weltanschauung forschen ? Das ist Hopfen als Erzähler , wie wir ihn bisher kennen gelernt haben . Nun sind beinahe gleichzeitig drei Bücher von ihm ausgegeben worden . Der Stellvertreter , eine Erzählung , und die Studentengeschichte : Die fünfzig Semmeln des Studiosus Taillefer sind neue Dichtungen ; die bairische Dorfgeschichte : Der alte Praktikant erscheint in dritter Auflage ( sämtlich im Verlage der Gebrüder Paetel , Berlin , 1891 ) .";Erzähler;1891;1891_2 - 1891__Altes_und_Neues_von_Hans_Hopfen.txt;erzähler.grenzboten.rest.unlabeled_Gold.CSV;erzähler.grenzboten.rest.unlabeled_BG;erzähler.grenzboten.rest.unlabeled_JL4;;;;;;;;;;;
633;366;605;erzähler487;Erzählern;b;b;90;b;50.0;n;;n;;n;;Neues von Wilhelm Raabe is einer der letzten Romantiker ragt Wilhelm Raabe , von den Erzählern seines Alters und seiner Fruchtbarkeit vielleicht der einzige , der sich auf der Höhe seiner Kraft erhalten hat , noch immer achtunggebietend in unser Zeitalter des Wirklichkeitskultus herein .;"Durch sie hat Raabe seine Kriminalgeschichte geadelt , ganz abgesehen von der Höhe seiner Weltanschauung , von der aus auch hier menschliches Treiben und Schicksal betrachtet wird . Man darf „ Stopfkuchen' zu seineu gelungenste » Werken rechnen . in N Neues von Wilhelm Raabe is einer der letzten Romantiker ragt Wilhelm Raabe , von den Erzählern seines Alters und seiner Fruchtbarkeit vielleicht der einzige , der sich auf der Höhe seiner Kraft erhalten hat , noch immer achtunggebietend in unser Zeitalter des Wirklichkeitskultus herein . Seine geistige Kraft scheint unverwüstlich zu sein , seine innere Fortbildung scheint gar nicht abschließen zu wollen , mit jedem neuen Buche , das er in die Welt schickt , ist er immer derselbe alte Neues von lvilhelm Rande Wilhelm Rabe und doch auch wieder neu , fesselnd , mau sieht , daß er sich nicht damit begnügt , auf seinen Lorbeeren zu ruhen und wie so viele Virtnosenmaler heutzutage ein erfolgreiches Kunststück bloß zu wiederholen . Romantiker ist Racibe nicht etwa bloß wegen seines subjektiven Humors , der mit dein Leser zu spielen liebt , vou der Sache zu der Form , die er der Erznhluug giebt , ablenkt , die Illusion , in die uns jedes Kunstwerk versetzen soll , aller Augenblicke übermütig zerstört , um sie doch wieder , seiner Kraft voll bewußt , sobald er nur will , unzerstört herzustellen ; das allein macht Naabcs Romantik noch nicht ans , so ganz und gar unmodern mich in unserm nach Thatsachen dürstenden , erzprosaischem Zeitalter diese Art , Spaß zu machen , sein mag. Die Wurzel von Raabes Romantik liegt in dem fast aus alle » seineu Dichtungen durchschlagenden Gegensatz zu dem , was er „ Philisterei' nennt und als solche mit seinem Spott übergießt .";Erzähler;1891;1891_2 - 1891__Neues_von_Wilhelm_Raabe.txt;erzähler.grenzboten.rest.unlabeled_Gold.CSV;erzähler.grenzboten.rest.unlabeled_BG;erzähler.grenzboten.rest.unlabeled_JL4;;;;;;;;;;;
